author,genre,imgURL,old_price,price,title
Napoleon Hill,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_173149.jpg,274.000,232.900,Road To Success
Ethan Kross,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_221485.jpg,199.000,119.400,Chatter - Trò Chuyện Với Chính Mình
Rachel Hollis,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_35069.jpg,108.000,70.200,"Này Cô Gái, Thức Tỉnh Đi! (Tái Bản 2020)"
Nguyên Phong,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_12389.jpg,92.000,62.560,Trở Về Từ Xứ Tuyết (Tái Bản 2019)
Watanabe Yasuhiro,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_27533.jpg,75.000,48.750,Đọc Sách Cộng Hưởng
Esther Perel,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_182777.jpg,220.000,132.000,Nội Tình Của Ngoại Tình
Ken Honda,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_33685.jpg,95.000,76.000,Đồng Tiền Hạnh Phúc
Rhonda Byrne,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_50505_1.jpg,268.000,214.400,The Secret - Bí Mật (2020)
"Thích Nhất Hạnh, Katherine Weare",life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/thay-co-giao-hanh-phuc-tap-1-cam-nang-hanh-phuc.jpg,109.000,76.300,Thầy Cô Giáo Hạnh Phúc Sẽ Thay Đổi Thế Giới - Tập 1: Cẩm Nang Hạnh Phúc
Dale Carnegie,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_13594.jpg,252.000,201.600,Hộp Sách 3 Cuốn - Đắc Nhân Tâm + Quẳng Gánh Lo Đi & Vui Sống + Nghệ Thuật Nói Trước Công Chúng (Tái Bản 2019)
Chinning Chu,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/7/9786049557569.png,129.000,83.850,Mặt Dày Tâm Đen
Watanabe Kazuko,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_1458_1.jpg,40.000,32.000,Hạnh Phúc Hay Không Do Ta Quyết Định (Tái Bản 2020)
Tiến Thành,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/c/1c7445411e7cf922a06d_1.jpg,89.000,59.630,Cách Người Do Thái Quản Lý Tiền & Tài Sản
Brian P Moran,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_40053.jpg,162.000,129.600,Tối Đa Hóa Hiệu Suất Công Việc - Việc 12 Tháng Làm Trong 12 Tuần
Rolf Dobell,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/g/nghe_thuat_tu_duy_ranh_mach_u2487_d20161129_t103616_398639_550x550.jpg,118.000,94.400,Nghệ Thuật Tư Duy Rành Mạch (Tái Bản 2018)
Kendra Adachi,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_197586.jpg,96.000,76.800,Tư Duy Lười Biếng
J Krishnamurti,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/a/ban-dang-nghich-gi-voi-doi-minh.png,108.000,73.440,Bạn Đang Nghịch Gì Với Đời Mình?
Ingrid Zhang,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_181017.jpg,120.000,78.000,Hình Ảnh Của Bạn Đáng Giá Triệu Đô (Tái Bản 2019)
Vãn Tình,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_188733_1_1.jpg,119.000,95.200,"Khí Chất Bao Nhiêu, Hạnh Phúc Bấy Nhiêu (Tái Bản 2020)"
Don Failla,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_1_43_1_57_1_4_1_2_1_210_1_29_1_98_1_25_1_21_1_5_1_3_1_18_1_18_1_45_1_26_1_32_1_14_1_2213.jpg,70.000,59.500,45 Giây Tạo Nên Thay Đổi: Thấu Hiểu Tiếp Thị Mạng Lưới (Tái Bản 2018)
"Sheryl Sandberg, Adam Grant",life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_183282.jpg,125.000,106.250,"Phương Án B - Đối Mặt Nghịch Cảnh, Rèn Tính Kiên Cường, Và Tìm Lại Niềm Vui"
